Tanggal,Beras Premium,Beras Medium,Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Daging Sapi Murni,Cabai Rawit Merah,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan,Minyak Goreng Curah,Tepung Terigu (Curah),Tepung Terigu Kemasan,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Konsumsi
2024-05-02,16250.0,11450.0,43500.0,41000.0,42500.0,112500.0,25000.0,34500.0,27500.0,17000.0,14000.0,17500.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-05-03,16250.0,11450.0,46500.0,41000.0,41000.0,112500.0,20000.0,35500.0,27500.0,17375.0,14000.0,17500.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-04,16250.0,11450.0,46500.0,41000.0,41000.0,112500.0,20000.0,35000.0,27500.0,17375.0,14000.0,17500.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-05,16000.0,12000.0,47000.0,42000.0,40000.0,115000.0,20000.0,35000.0,28000.0,17000.0,14000.0,17000.0,10000.0,12000.0,30000.0,28000.0,30000.0,10000.0
2024-05-06,16250.0,11450.0,44000.0,41000.0,37500.0,112500.0,17500.0,35000.0,29000.0,17125.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-07,16250.0,11450.0,43500.0,41000.0,37500.0,112500.0,20000.0,35000.0,29000.0,17125.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-08,16250.0,11450.0,43500.0,41000.0,49000.0,112500.0,21000.0,35500.0,29000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-09,16250.0,11450.0,49000.0,41500.0,41000.0,112500.0,20000.0,35500.0,29000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-10,16250.0,11450.0,42500.0,41500.0,31000.0,112500.0,17500.0,35500.0,29000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-11,16250.0,12000.0,41500.0,40000.0,32500.0,112500.0,18500.0,35500.0,29000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-12,16250.0,12000.0,41500.0,40000.0,32500.0,112500.0,21000.0,35500.0,29000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-13,16250.0,12000.0,43500.0,41500.0,37500.0,112500.0,21500.0,35500.0,29000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-14,16250.0,12000.0,43500.0,40500.0,39000.0,112500.0,20000.0,35500.0,29000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-15,16250.0,12000.0,45000.0,40500.0,33500.0,112500.0,21000.0,36000.0,29500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-16,16250.0,12000.0,48500.0,40500.0,42500.0,117500.0,23500.0,36000.0,29500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-17,16250.0,12000.0,48500.0,41500.0,38500.0,117500.0,22500.0,36000.0,29500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-05-18,16250.0,12000.0,48500.0,41500.0,38500.0,117500.0,21500.0,36000.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-05-19,16250.0,12000.0,48500.0,41500.0,38500.0,117500.0,21500.0,36000.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-05-20,16250.0,12000.0,47500.0,39000.0,40000.0,117500.0,19000.0,36000.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-05-21,16250.0,12000.0,47500.0,40000.0,41000.0,117500.0,22000.0,35500.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-05-22,16250.0,12000.0,47500.0,40000.0,41000.0,117500.0,20000.0,35500.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-05-23,16250.0,12000.0,47500.0,40000.0,41000.0,117500.0,19000.0,35500.0,28500.0,17250.0,15500.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-05-24,16250.0,12000.0,42500.0,40000.0,39500.0,117500.0,21000.0,35500.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-25,16250.0,12000.0,37500.0,38500.0,36000.0,117500.0,22000.0,35500.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-26,16500.0,12000.0,50000.0,40000.0,32000.0,120000.0,18000.0,37000.0,29000.0,17500.0,14000.0,17000.0,10000.0,13000.0,30000.0,28000.0,40000.0,10000.0
2024-05-27,16250.0,12000.0,37500.0,39000.0,35000.0,117500.0,21000.0,35500.0,28500.0,17250.0,15500.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-28,16250.0,12000.0,42000.0,40000.0,36000.0,117500.0,22000.0,35500.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-29,16250.0,12000.0,37500.0,40000.0,36000.0,117500.0,22000.0,35500.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-30,16250.0,12000.0,36000.0,37500.0,35000.0,117500.0,21000.0,35500.0,28500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-05-31,16250.0,12000.0,37500.0,40000.0,38500.0,117500.0,22000.0,35000.0,28000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-06-01,16250.0,12000.0,37500.0,40000.0,38500.0,115000.0,22000.0,35000.0,28000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-06-02,16250.0,12000.0,37500.0,39000.0,37500.0,115000.0,22000.0,35000.0,28000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-06-03,16250.0,12000.0,37500.0,40000.0,38500.0,115000.0,32500.0,35000.0,31500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-06-04,16250.0,12000.0,37500.0,40000.0,38500.0,115000.0,30000.0,35000.0,28000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-06-05,16250.0,12000.0,35000.0,40000.0,40000.0,115000.0,28500.0,34000.0,28000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-06-06,16250.0,12000.0,35000.0,38500.0,40000.0,115000.0,29000.0,34000.0,28000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-06-07,16250.0,12000.0,36000.0,40000.0,42500.0,115000.0,32500.0,34500.0,28000.0,16750.0,14000.0,16500.0,10000.0,11500.0,30000.0,28000.0,34000.0,10000.0
2024-06-08,16250.0,12000.0,33500.0,39000.0,45000.0,115000.0,32500.0,34500.0,28000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-09,16250.0,12000.0,33500.0,38000.0,45000.0,115000.0,35000.0,34500.0,28000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-10,16250.0,12000.0,33500.0,39000.0,43500.0,115000.0,33500.0,34500.0,28000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-11,16250.0,12000.0,33500.0,39000.0,43500.0,115000.0,33500.0,34500.0,28000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-12,16250.0,12000.0,33500.0,37000.0,46500.0,115000.0,31000.0,34500.0,28000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-13,16250.0,12000.0,33500.0,37000.0,46500.0,115000.0,30000.0,34500.0,28000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-14,16250.0,12000.0,35500.0,41500.0,46500.0,115000.0,29000.0,34500.0,28000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-15,16250.0,12000.0,32500.0,38000.0,47500.0,115000.0,31000.0,34500.0,27500.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-16,16250.0,12000.0,32500.0,38000.0,47500.0,115000.0,31000.0,34500.0,27500.0,16750.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-17,16125.0,12196.42857142857,33053.57142857143,39142.857142857145,37553.57142857143,115357.14285714286,27750.0,34678.57142857143,27767.85714285714,17035.714285714286,14000.0,16803.571428571428,10000.0,12500.0,30000.0,28000.0,33500.0,10000.0
2024-06-18,16125.0,12196.428571428572,33053.57142857143,39142.857142857145,37553.57142857143,115357.14285714286,27750.0,34678.57142857143,27767.857142857145,17035.714285714286,14000.0,16803.571428571428,10000.0,12500.0,30000.0,28000.0,33500.0,10000.0
2024-06-19,16250.0,12000.0,31000.0,36500.0,41000.0,115000.0,27500.0,34500.0,27500.0,16750.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-20,15750.0,12000.0,31500.0,39000.0,42000.0,115000.0,22000.0,34500.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,34000.0,10000.0
2024-06-21,15750.0,12000.0,31500.0,39000.0,37000.0,115000.0,22000.0,35000.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,32500.0,10000.0
2024-06-22,15750.0,12500.0,30500.0,39000.0,31000.0,115000.0,21000.0,35000.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,32500.0,10000.0
2024-06-23,16250.0,12500.0,30500.0,39000.0,21500.0,115000.0,23500.0,35000.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,32500.0,10000.0
2024-06-24,16500.0,13000.0,35000.0,45000.0,25000.0,120000.0,27000.0,35000.0,28000.0,17500.0,14000.0,17000.0,10000.0,13000.0,30000.0,28000.0,35000.0,10000.0
2024-06-25,15750.0,12500.0,30500.0,39000.0,27500.0,115000.0,26000.0,35000.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,32500.0,10000.0
2024-06-26,15750.0,12500.0,30000.0,41500.0,32500.0,115000.0,23500.0,35000.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,32500.0,10000.0
2024-06-27,15750.0,12500.0,30000.0,39000.0,26000.0,115000.0,22500.0,35000.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,32500.0,10000.0
2024-06-28,16500.0,13000.0,35000.0,38000.0,24000.0,120000.0,27000.0,35000.0,28000.0,17500.0,14000.0,17000.0,10000.0,13000.0,30000.0,28000.0,36000.0,10000.0
2024-06-29,15750.0,12500.0,27500.0,38000.0,27000.0,115000.0,26000.0,34500.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-06-30,15750.0,12500.0,25000.0,39000.0,30000.0,115000.0,26000.0,34500.0,27500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-01,15750.0,12500.0,27500.0,39000.0,30000.0,115000.0,29500.0,34500.0,27500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-02,15750.0,12500.0,25000.0,36500.0,30000.0,115000.0,35000.0,34500.0,27500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-03,15750.0,12500.0,22000.0,36500.0,32500.0,115000.0,31500.0,34500.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-04,15750.0,12500.0,22000.0,36500.0,29000.0,115000.0,37500.0,34500.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-05,15750.0,12500.0,20500.0,38000.0,29000.0,115000.0,36000.0,34500.0,27000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-06,15750.0,12500.0,21000.0,36000.0,34000.0,115000.0,37500.0,34000.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-07,15750.0,12500.0,21000.0,36000.0,37500.0,115000.0,40000.0,34000.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-08,15750.0,12500.0,21000.0,36000.0,35000.0,115000.0,39000.0,34000.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-09,15750.0,12500.0,18500.0,36000.0,37500.0,115000.0,42500.0,34000.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-10,15750.0,12500.0,18500.0,36000.0,37500.0,115000.0,46500.0,34000.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-11,15750.0,12500.0,21500.0,36000.0,37500.0,115000.0,46500.0,34000.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-12,15750.0,12500.0,20000.0,37500.0,33500.0,115000.0,53500.0,33500.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-13,15750.0,12500.0,20000.0,37500.0,30000.0,115000.0,56000.0,33500.0,26500.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-14,15750.0,12500.0,18500.0,36000.0,29000.0,115000.0,56500.0,34000.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,33000.0,10000.0
2024-07-15,15750.0,12500.0,18500.0,38500.0,29000.0,115000.0,60000.0,34000.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-16,15750.0,12500.0,19500.0,38500.0,29000.0,115000.0,60000.0,34000.0,26000.0,17250.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-17,15750.0,12500.0,22500.0,37500.0,31500.0,115000.0,60000.0,34000.0,26000.0,17000.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-18,15750.0,12500.0,20000.0,36000.0,32500.0,115000.0,60000.0,34000.0,26000.0,17000.0,14000.0,17000.0,11500.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-19,15750.0,12500.0,17500.0,37500.0,31500.0,115000.0,59500.0,34000.0,26000.0,17000.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-20,15750.0,12500.0,18000.0,37500.0,30000.0,115000.0,61000.0,33500.0,26500.0,17000.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-21,15750.0,12500.0,19000.0,37500.0,31000.0,115000.0,57500.0,33500.0,26500.0,17000.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-22,15750.0,12500.0,19000.0,37500.0,32500.0,115000.0,64000.0,33500.0,26500.0,17000.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-23,15750.0,12500.0,20000.0,37500.0,32500.0,115000.0,70500.0,33500.0,26500.0,17000.0,14000.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-24,15750.0,12500.0,22500.0,37500.0,32000.0,115000.0,70000.0,33500.0,26500.0,17000.0,14000.0,17500.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-25,15250.0,12500.0,21000.0,37500.0,32000.0,115000.0,67500.0,33500.0,26500.0,17000.0,14000.0,17500.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-26,15250.0,12500.0,20000.0,37500.0,29000.0,115000.0,60000.0,33000.0,26500.0,17000.0,14000.0,17250.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-27,15750.0,12500.0,20000.0,36000.0,31000.0,115000.0,61000.0,34500.0,26500.0,17250.0,14000.0,16750.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-28,15750.0,12500.0,18500.0,36000.0,33500.0,115000.0,63500.0,34500.0,26500.0,17250.0,14000.0,16750.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-29,15250.0,12500.0,18500.0,37500.0,33500.0,115000.0,62500.0,33000.0,27000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-30,15250.0,12500.0,18500.0,37500.0,33500.0,115000.0,62500.0,33000.0,27000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-07-31,15250.0,13000.0,18500.0,37500.0,33500.0,115000.0,57500.0,31500.0,26500.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-08-01,15250.0,13000.0,18500.0,37500.0,31000.0,115000.0,53000.0,31500.0,26500.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-08-02,15500.0,13000.0,25000.0,38000.0,32000.0,120000.0,50000.0,30000.0,28000.0,17500.0,14000.0,17000.0,10000.0,13000.0,24344.827586206895,28620.689655172413,40000.0,10000.0
2024-08-03,15250.0,13000.0,21500.0,36000.0,30000.0,115000.0,52500.0,31500.0,27000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-08-04,15250.0,13000.0,21500.0,36000.0,31500.0,115000.0,52500.0,31500.0,27000.0,16750.0,14000.0,16500.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-08-05,15500.0,13000.0,20000.0,35000.0,30000.0,120000.0,50000.0,30000.0,28000.0,17500.0,14000.0,17000.0,10000.0,13000.0,24344.827586206895,28620.689655172413,40000.0,10000.0
2024-08-06,15250.0,13000.0,20000.0,36000.0,25000.0,115000.0,50000.0,31500.0,27000.0,16750.0,14500.0,17000.0,10000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-08-07,15250.0,13000.0,22500.0,37500.0,31000.0,115000.0,53000.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-08-08,15250.0,13000.0,21500.0,37500.0,31000.0,115000.0,53000.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-08-09,15250.0,13000.0,20000.0,36500.0,32000.0,115000.0,53500.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-08-10,15250.0,13000.0,21000.0,36500.0,32000.0,115000.0,51000.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,30000.0,28000.0,35000.0,10000.0
2024-08-11,15250.0,13000.0,21000.0,36500.0,34500.0,115000.0,48500.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,28000.0,34000.0,10000.0
2024-08-12,15250.0,13000.0,20000.0,37500.0,32500.0,115000.0,50000.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,28000.0,34000.0,10000.0
2024-08-13,15500.0,13000.0,20000.0,37500.0,32500.0,115000.0,50000.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,28000.0,34000.0,10000.0
2024-08-14,15500.0,13000.0,20000.0,36500.0,31000.0,115000.0,42500.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,28000.0,34000.0,10000.0
2024-08-15,15500.0,13000.0,22500.0,36500.0,33000.0,115000.0,40000.0,33000.0,26000.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,28000.0,34000.0,10000.0
2024-08-16,15500.0,13000.0,21000.0,36500.0,31000.0,115000.0,40000.0,32000.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,28000.0,34000.0,10000.0
2024-08-17,15500.0,13000.0,21000.0,36500.0,31000.0,115000.0,40000.0,32000.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,28000.0,34000.0,10000.0
2024-08-18,15500.0,13000.0,22500.0,36500.0,32500.0,115000.0,46000.0,32000.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,28000.0,34000.0,10000.0
2024-08-19,15500.0,13000.0,21500.0,36500.0,30000.0,115000.0,47000.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,28000.0,34000.0,10000.0
2024-08-20,15500.0,13000.0,22000.0,37500.0,30000.0,115000.0,42000.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,23000.0,28000.0,34000.0,10000.0
2024-08-21,15500.0,13000.0,22500.0,36500.0,30000.0,115000.0,37000.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,23000.0,28000.0,34000.0,10000.0
2024-08-22,15500.0,13000.0,21000.0,36500.0,32000.0,115000.0,32500.0,31500.0,26500.0,16750.0,14500.0,17000.0,11000.0,12500.0,23000.0,28000.0,34000.0,10000.0
2024-08-23,15500.0,13000.0,21000.0,36500.0,28500.0,115000.0,31000.0,32500.0,26000.0,16750.0,14500.0,17000.0,11000.0,12500.0,23000.0,30000.0,34000.0,10000.0
2024-08-24,15500.0,13000.0,20000.0,36000.0,26000.0,115000.0,31000.0,33000.0,25000.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-08-25,15500.0,13000.0,20000.0,36000.0,25000.0,115000.0,31000.0,33000.0,25000.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-08-26,15500.0,13000.0,19000.0,36000.0,26500.0,115000.0,31000.0,33000.0,25000.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-08-27,15500.0,13000.0,21500.0,36000.0,26500.0,115000.0,28500.0,33000.0,25000.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-08-28,15500.0,13000.0,20000.0,36000.0,24500.0,115000.0,32500.0,33500.0,25000.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-08-29,15500.0,13000.0,20000.0,36000.0,24500.0,115000.0,35000.0,33500.0,24500.0,16500.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-08-30,15500.0,13000.0,23500.0,35500.0,27500.0,115000.0,27500.0,31500.0,25000.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-08-31,15500.0,13000.0,22000.0,36000.0,26500.0,115000.0,24000.0,31500.0,25000.0,16750.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-09-01,15500.0,13000.0,22000.0,35500.0,25000.0,115000.0,26500.0,33000.0,25000.0,16500.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-09-02,15500.0,13000.0,22000.0,36000.0,26000.0,115000.0,26500.0,33000.0,25000.0,16500.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
2024-09-03,15500.0,13000.0,23500.0,36000.0,26000.0,115000.0,26500.0,33000.0,25000.0,16500.0,14500.0,17000.0,11000.0,12500.0,22000.0,30000.0,34000.0,10000.0
